,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
Accelerazione,0.3102417588233948,0.35755854845046997,0.2093128263950348,-0.6535593867301941,0.05566437914967537,-0.09685448557138443,0.9461032748222351,0.045380983501672745,0.8486691117286682,-0.143631249666214,1.036196231842041,-0.869850218296051,-0.11103548854589462,-0.8176107406616211,1.1996709108352661,0.03071950003504753,-1.0396332740783691,-0.9003102779388428,-0.2502100169658661,-0.35045769810676575,-1.6077114343643188,-0.963175892829895,0.39972397685050964,-0.024333510547876358,0.6074028015136719,-0.026507876813411713,-1.7755999565124512,0.09374604374170303,-1.110093355178833,0.7547677159309387,-0.4506920576095581,0.8510322570800781,0.3475518226623535,-0.9756965041160583,0.27528616786003113,0.9566245675086975,-1.6598347425460815,-0.4750466048717499,-0.36275991797447205,-0.40652430057525635,0.4049258828163147,0.043940093368291855,-0.2917056381702423,0.49608704447746277,-0.10955815017223358,1.6632128953933716,-1.1191681623458862,-0.9324209094047546,0.8265995979309082,1.3776212930679321,-1.1590452194213867,-0.5906988382339478,-0.20605647563934326,0.003019355470314622,0.08895005285739899,1.3987942934036255,-0.2308032512664795,1.4207048416137695,-0.7461150884628296,-0.7502360343933105,-0.5667785406112671,-0.3367252051830292,1.3852466344833374,-0.7842349410057068,-0.08841097354888916,-1.149516224861145,-1.692511796951294,0.1918392926454544,0.8090311288833618,-0.8747149705886841,-0.6429782509803772,0.03924603387713432,-0.7321215867996216,-0.7259721159934998,-0.5333123207092285,0.05254129320383072,-0.4535784125328064,-1.5034730434417725,0.13863921165466309,0.2792731821537018,1.0997387170791626,0.15133924782276154,-0.012178003787994385,-0.2796141803264618,1.2913529872894287,0.43620413541793823,0.6077302694320679,-1.4057022333145142,-1.089390516281128,-0.8752439022064209,0.7776063680648804,-1.0554651021957397,0.5194680690765381,-0.02539611980319023,-0.20336486399173737,-0.5778236985206604,0.279779314994812,0.5250008702278137,-1.4115238189697266,-0.13251735270023346
Accelerazione di gravità,0.25774019956588745,1.2872134447097778,-0.02518894337117672,-1.3037699460983276,0.14366991817951202,-0.37595152854919434,0.7705139517784119,1.4669969081878662,1.2065249681472778,0.12862709164619446,0.17269308865070343,-0.45892390608787537,-0.2763250768184662,-0.4932993948459625,1.458187222480774,-0.21406888961791992,-0.4859314262866974,-0.6870293617248535,0.08893835544586182,-0.25311192870140076,-2.1420767307281494,-1.8666317462921143,0.7004589438438416,0.3492620289325714,0.3454354405403137,0.3404618799686432,-0.6404166221618652,0.34205058217048645,-0.6421815752983093,0.8499621748924255,1.1246180534362793,0.15315993130207062,1.0140000581741333,-0.15104922652244568,0.38407331705093384,0.7371653318405151,-0.5207495093345642,-0.3375547528266907,-0.972019612789154,-0.4731132388114929,-0.09854075312614441,-0.3757335841655731,-0.7654417157173157,-0.46170589327812195,-0.23802347481250763,1.643115758895874,-0.2967081665992737,-0.6661720275878906,0.3550662696361542,1.364233136177063,-1.0307672023773193,0.16188378632068634,0.421637624502182,0.40631237626075745,0.16418755054473877,0.7006839513778687,0.6889497637748718,0.621803879737854,-0.6242656707763672,-0.7971999049186707,-1.1845922470092773,-0.20804977416992188,1.704238772392273,-0.8637934327125549,0.45220011472702026,-0.6377426385879517,-0.7093637585639954,0.6215712428092957,0.6887209415435791,-0.6968742609024048,-0.597617506980896,0.6322541832923889,-1.6637171506881714,-0.1364385187625885,-1.1058322191238403,-1.058200478553772,0.051490556448698044,-1.4019755125045776,0.337306946516037,-0.08533942699432373,0.847969114780426,-0.6651387214660645,1.3857916593551636,0.04780257120728493,1.7422831058502197,0.5799926519393921,0.10208838433027267,-0.9546297788619995,-0.7244035601615906,-0.153773233294487,1.2511810064315796,-1.430946707725525,-0.3019826412200928,-0.47983402013778687,0.19670498371124268,-0.5304834842681885,0.6174322366714478,0.45760664343833923,-0.7959088683128357,-0.6705321669578552
Addizione,0.32385802268981934,0.2628568410873413,-0.43522050976753235,-2.1138947010040283,-1.0644339323043823,-0.4012674391269684,0.4453132152557373,0.06528661400079727,-0.13404183089733124,-0.07945696264505386,-1.333901286125183,-0.2518084645271301,-0.13117839395999908,0.5418466329574585,2.8320295810699463,0.8477961421012878,-0.6596696376800537,-0.30365869402885437,-0.6833240389823914,0.11342759430408478,0.17058876156806946,-0.849255383014679,1.367150902748108,-0.1498154252767563,-0.6654136776924133,0.7637620568275452,-0.3040766417980194,1.2793042659759521,-1.3537025451660156,0.017749127000570297,0.1613469272851944,-0.32663023471832275,1.099640130996704,0.13361969590187073,-1.212179183959961,0.07488054782152176,0.1740695983171463,-0.9895881414413452,0.264127641916275,-0.3707065284252167,0.6509168148040771,-0.9887700080871582,-0.3762458860874176,0.22627456486225128,-0.09829995781183243,2.076052188873291,-0.5669769048690796,-1.2684515714645386,0.08900369703769684,-1.1941187381744385,-1.2464466094970703,0.007648127619177103,-0.6670698523521423,-0.6105460524559021,0.05389238893985748,-0.3487587869167328,-0.04465758055448532,-0.14215421676635742,1.2360016107559204,-0.9443501830101013,1.6785037517547607,0.5958319306373596,1.3059556484222412,-0.8739341497421265,0.9776565432548523,-0.9711014032363892,-0.8965620994567871,-1.0501824617385864,0.2336931824684143,-0.08720597624778748,-1.2693082094192505,0.2094104140996933,-0.4824909269809723,0.2622641623020172,1.0305759906768799,0.6274437308311462,-0.15285362303256989,-1.4601600170135498,0.20731931924819946,-0.2096804529428482,0.4396726191043854,-0.5757339000701904,1.6469359397888184,0.4825568199157715,0.3174278140068054,1.2121282815933228,0.8521539568901062,-0.5621710419654846,-1.1823431253433228,-0.8191134929656982,1.4264339208602905,-0.2935152053833008,-0.6678987741470337,0.5894893407821655,-0.0495460107922554,0.21474911272525787,1.394091010093689,1.0520187616348267,-0.45664623379707336,-0.411857545375824
Albero di decisione,-0.7131423950195312,0.17198863625526428,-0.31675806641578674,-1.7955851554870605,0.25290730595588684,0.9601208567619324,-0.5729798674583435,0.6507394909858704,0.027973880991339684,-0.8372510671615601,0.37068691849708557,-0.0056528630666434765,-0.5356388092041016,0.3380630910396576,0.8227422833442688,-0.1502862125635147,-1.1106504201889038,0.0817604809999466,0.09592805802822113,-0.724526584148407,-0.3490150570869446,-0.9959321022033691,1.1050058603286743,0.31948959827423096,-0.16720634698867798,-0.2265874445438385,-0.9822633862495422,-0.36680305004119873,-1.084644079208374,0.525242269039154,-0.19898314774036407,-0.29599234461784363,0.6176042556762695,-0.7780598402023315,-0.6678922176361084,0.8632994890213013,-0.2178555130958557,0.39456668496131897,-0.30024823546409607,-0.0278012678027153,0.6777944564819336,0.13497072458267212,0.4662773013114929,0.14752642810344696,0.1380091905593872,0.7148224115371704,0.06460581719875336,-0.8453291058540344,0.029080558568239212,-0.1260433942079544,-0.5840003490447998,-0.37256038188934326,-0.8083153963088989,0.7436416745185852,0.3832125961780548,-0.41928139328956604,0.36304032802581787,-0.4548209607601166,0.4422985315322876,-0.7604144215583801,0.1640775054693222,0.6178817749023438,0.21146178245544434,-0.5755661725997925,0.06512802094221115,-0.6268945932388306,-0.4967677891254425,-0.2606959342956543,0.5932106971740723,-0.5376746654510498,-0.04820695519447327,0.19804757833480835,-0.1876896470785141,0.7337433099746704,-0.034248143434524536,0.5514832139015198,-0.5863785743713379,-1.3345136642456055,-0.6259701251983643,0.21298401057720184,0.4073704183101654,0.06710092723369598,-0.26900848746299744,0.488063782453537,0.36867570877075195,0.02053317055106163,0.3228354752063751,-0.4628574848175049,-0.8156650066375732,-0.16507640480995178,0.4377165734767914,-0.4698694348335266,-0.5829200744628906,0.5708932280540466,-0.22207605838775635,0.539337158203125,0.8054139614105225,0.041164007037878036,0.28600820899009705,-0.4569609463214874
Algebra,0.4318420886993408,1.3455922603607178,0.8629691004753113,-1.9699900150299072,-1.2816516160964966,-1.1164829730987549,0.3543422818183899,0.1364573985338211,0.4367719292640686,0.3434629738330841,-0.18339121341705322,-0.3744688928127289,0.01418179553002119,0.04533139243721962,0.6470718383789062,0.36366212368011475,-1.5474510192871094,-0.6004050374031067,-0.775048553943634,-0.5792642831802368,0.17677851021289825,-0.29055389761924744,1.094220757484436,-0.8687067031860352,-0.24425798654556274,0.6475334167480469,0.23079058527946472,-0.7774739861488342,-2.264397382736206,0.11659634113311768,0.09449323266744614,0.06081267073750496,0.013793375343084335,1.3432949781417847,-0.6691282987594604,0.47945135831832886,0.6149223446846008,-0.23844927549362183,-0.286945641040802,0.7161126732826233,0.3252768814563751,-0.8004275560379028,0.6938257813453674,-0.6324314475059509,0.4117657542228699,1.5649168491363525,-0.08840396255254745,0.11994998157024384,0.5636414289474487,-0.30603188276290894,-0.5421551465988159,0.23840570449829102,-0.02077922783792019,1.0670815706253052,0.7096654772758484,0.2700660824775696,-0.6868985295295715,-0.3505594730377197,1.3893089294433594,-0.901220440864563,1.0693135261535645,0.1122773215174675,1.447426676750183,0.3161531090736389,1.2395161390304565,-0.4734448492527008,0.05230989307165146,-1.2822973728179932,0.7680312395095825,-0.6345555782318115,0.13019265234470367,1.1190810203552246,-0.6791986227035522,0.38291284441947937,0.4009232521057129,0.009191217832267284,-0.9714444875717163,-1.0631197690963745,0.49077609181404114,0.34319770336151123,-0.07602428644895554,-1.0062068700790405,0.18787629902362823,-0.4603957533836365,-0.024500351399183273,0.377208948135376,0.8348122239112854,-1.8379271030426025,-1.675262451171875,0.32190820574760437,1.5077660083770752,-0.13965408504009247,-1.0044432878494263,0.833909809589386,-0.7726057767868042,0.12120719999074936,1.0535426139831543,2.2500438690185547,-0.3355156183242798,0.6307083964347839
Algoritmo apriori,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Algoritmo genetico,-0.04073517769575119,0.17783842980861664,0.24542009830474854,-1.6060786247253418,0.18361468613147736,1.692845106124878,-0.7065967917442322,0.44012051820755005,0.7553413510322571,-0.3855002820491791,0.4424617290496826,0.07392080873250961,-1.1573125123977661,-0.5471375584602356,0.4671863913536072,0.6218416690826416,-1.4734015464782715,-0.39764928817749023,0.41734012961387634,-0.37435802817344666,-0.5772009491920471,-1.2343615293502808,0.8406687378883362,0.5942447781562805,-0.6770681142807007,-0.058708976954221725,-0.7448984384536743,-0.6182654500007629,-1.5293476581573486,0.27200496196746826,-1.0946553945541382,0.28394508361816406,0.8187448382377625,-0.7191390991210938,-1.453220248222351,0.31737157702445984,-0.15370003879070282,0.2678539752960205,-0.4085439443588257,0.20971572399139404,0.6838263273239136,-0.018462980166077614,0.25231146812438965,-0.2680519223213196,0.5580325126647949,1.063299536705017,0.8003916144371033,-0.6056098341941833,-0.3166652321815491,0.009675194509327412,-0.7111907005310059,-0.6659413576126099,-1.1327403783798218,0.5153549313545227,1.161016821861267,-0.184864804148674,-0.4730530381202698,-0.8895148038864136,0.6281530857086182,-0.7693312168121338,-0.28042253851890564,-0.1449068784713745,0.327536940574646,-0.6242174506187439,0.15607964992523193,-1.3480699062347412,-0.1462506651878357,-0.1740710735321045,0.4682394862174988,-0.10329043865203857,-0.22005295753479004,0.09689919650554657,0.2432715743780136,0.8081580996513367,-0.20262011885643005,0.7388420104980469,-0.0019043060019612312,-1.4470624923706055,-0.3978213667869568,-0.1547086536884308,0.7432166337966919,0.19389604032039642,0.05496395379304886,0.12864454090595245,0.006437266711145639,-0.1851450353860855,1.0543057918548584,-0.5023574233055115,-1.744492530822754,-0.4499649107456207,0.7934449911117554,0.36588454246520996,-0.44981297850608826,0.8205400109291077,0.11869870871305466,0.6996119022369385,0.4382379651069641,0.4732622802257538,-0.13576923310756683,-0.7331877946853638
Altezza (acustica),1.368741750717163,0.3168855607509613,-0.42505672574043274,-1.1352870464324951,0.7954812049865723,-0.4866478145122528,1.156365990638733,0.9396194815635681,-0.10494664311408997,0.3730427622795105,0.44354939460754395,-1.738168478012085,0.30684027075767517,0.7003246545791626,1.049257755279541,0.39897748827934265,-0.5827047824859619,0.3392634093761444,0.6046319603919983,-0.5528174638748169,0.6521638631820679,-0.2537881135940552,1.3110905885696411,-0.23352383077144623,-0.5100984573364258,-0.19412295520305634,-0.05444362387061119,-0.8432073593139648,-0.9356465339660645,0.6375095844268799,0.7721876502037048,0.8914744853973389,0.8651259541511536,0.21984823048114777,-0.5654296875,0.35068783164024353,-0.526298463344574,0.13640129566192627,-0.5681397318840027,-0.16136577725410461,1.254855751991272,0.7978929877281189,-0.32846179604530334,0.4684022068977356,0.4434141218662262,1.9172468185424805,-0.434049516916275,-0.7492650747299194,0.8143512010574341,-0.6132577061653137,-1.1347039937973022,-0.5010884404182434,0.6203333139419556,1.1704647541046143,1.4078794717788696,0.48825299739837646,1.278242826461792,-0.17858175933361053,0.4892594814300537,-0.8218260407447815,0.15025152266025543,1.4657495021820068,0.7320988178253174,-1.07413911819458,0.29724738001823425,-0.14438098669052124,-1.8114393949508667,0.25837066769599915,0.3093733787536621,-0.3886655569076538,-0.9741170406341553,1.3925243616104126,0.15552109479904175,-0.32861328125,-0.5289247035980225,0.14454428851604462,-0.6774339079856873,-1.411092758178711,0.9901958107948303,0.9983457922935486,-0.7647658586502075,-0.5168001055717468,0.7597997784614563,0.13246150314807892,0.8506088852882385,-0.9031941890716553,0.134256511926651,-1.20988929271698,-1.3326891660690308,1.8245012760162354,0.5764589309692383,-0.2499767690896988,-0.20001298189163208,1.1082868576049805,0.2753060758113861,1.6980735063552856,1.0024986267089844,1.3511897325515747,-0.5485664010047913,0.24587149918079376
Amperometro,-0.24182547628879547,1.9118393659591675,0.5127381682395935,-0.5670818090438843,0.5787603259086609,-0.8890713453292847,1.0911122560501099,1.1577661037445068,-0.7202118039131165,0.6018319129943848,-0.1523081213235855,-0.2820475697517395,-0.6349617838859558,-0.44092947244644165,0.7525171041488647,0.9181687831878662,-1.2330968379974365,-0.6387025117874146,-0.1761544942855835,-0.9443206191062927,-0.16108112037181854,0.9646639823913574,0.4697791039943695,0.633525550365448,-0.9714874029159546,0.1833481341600418,-0.9075190424919128,-0.20289666950702667,-0.9652491807937622,0.7365522384643555,1.045458436012268,0.3614443242549896,0.2057582587003708,0.563068687915802,-0.3273220956325531,0.6929588913917542,-0.8539448976516724,0.17191599309444427,-0.7541455030441284,0.2347629964351654,1.160725712776184,1.1108982563018799,1.149642825126648,0.9320482611656189,-0.8557782769203186,1.5717523097991943,-0.04568945989012718,-1.392900824546814,-0.1937616467475891,0.24408665299415588,-0.282998263835907,-0.36220744252204895,-0.0858817771077156,0.021282684057950974,0.9199472665786743,-0.29639607667922974,0.5556795597076416,1.7773557901382446,-1.3691203594207764,-0.3540157079696655,-0.5654460191726685,0.7162503004074097,-0.046710431575775146,0.062266550958156586,0.19040359556674957,-0.9750477075576782,-0.3255006968975067,-0.7076944708824158,1.284651756286621,0.09295139461755753,-0.4349254369735718,0.8295025825500488,0.05367619916796684,-0.5678269863128662,0.20733694732189178,0.0035388744436204433,-0.6091554760932922,-1.4690468311309814,-0.38645726442337036,-0.7662470936775208,-0.05608376860618591,-0.1834326535463333,-0.1496000587940216,1.0332629680633545,0.4536550045013428,-0.04505842924118042,0.7660744786262512,-1.8093924522399902,-0.7265374660491943,0.19662263989448547,1.0499968528747559,-0.2858958840370178,-0.3236679434776306,0.5304312705993652,-0.04539420083165169,-0.21152091026306152,1.1219351291656494,-0.17529970407485962,-0.9222663044929504,0.22532932460308075
Ampiezza,0.9399707317352295,0.32052987813949585,0.06249986216425896,-1.163367748260498,-0.020380442962050438,-1.6922969818115234,1.6634817123413086,0.3335900902748108,1.3231327533721924,-1.2607340812683105,-0.2114519476890564,-0.30859503149986267,-0.33472922444343567,0.11101497709751129,1.3786433935165405,-0.06417978554964066,-0.511221170425415,-0.4758155047893524,-0.1588328778743744,-0.7443121671676636,0.029492763802409172,-0.6198676824569702,0.9649226069450378,1.0719720125198364,-0.3759583830833435,-0.67488694190979,-1.0206928253173828,0.0505872443318367,-0.280894011259079,1.252603530883789,0.30439695715904236,0.39944419264793396,0.6855451464653015,-0.43508362770080566,-0.42115673422813416,0.8317579030990601,-0.9982059597969055,0.7431185245513916,-0.7947447896003723,-0.5566651225090027,1.4145985841751099,-0.4300081133842468,-1.0562070608139038,0.385842502117157,-0.5588797330856323,0.7140278816223145,-0.03904562070965767,-1.5289736986160278,0.27768269181251526,1.1239948272705078,-1.8432610034942627,-0.46949508786201477,-1.058553695678711,-0.42459431290626526,1.093031883239746,0.5644358396530151,0.5085045695304871,0.5825015902519226,0.10152608901262283,-0.11380579322576523,0.12666210532188416,0.3247147500514984,-0.24532198905944824,-0.721943199634552,0.3579772710800171,-0.6092121005058289,-0.6876230835914612,-0.60490483045578,0.6225793957710266,-0.2458796501159668,-0.2238989770412445,1.3315975666046143,0.753105640411377,-0.6613219380378723,-0.5012930035591125,0.06887409090995789,-0.29198014736175537,-1.6342849731445312,0.8476128578186035,0.5738286375999451,0.29584622383117676,-0.35304179787635803,0.661409854888916,0.15185146033763885,1.8766040802001953,-0.49446189403533936,0.9721178412437439,-1.4481955766677856,-1.6703640222549438,-0.13519635796546936,1.2232189178466797,0.32941991090774536,-0.3800713121891022,0.6048476099967957,-0.3976365029811859,0.4811684489250183,0.6832684278488159,0.0007694290252402425,-0.3876674175262451,0.08692276477813721
